Lipid Class (short),Lipid ID (ms1 only),SN1 tail length,SN2 tail length,SN1 saturation,SN2 saturation,Empirical Formula (in ionic state),m/z
AsPC,AsPC891,24,10,4,5,AsO9PNC46H75,892.447364532
AsPC,AsPC693,10,10,5,5,AsO9PNC32H45,694.212613482
AsPC,AsPC721,12,10,5,5,AsO9PNC34H49,722.243913622
AsPC,AsPC749,14,10,5,5,AsO9PNC36H53,750.275213762
AsPC,AsPC777,16,10,5,5,AsO9PNC38H57,778.306513902
AsPC,AsPC805,18,10,5,5,AsO9PNC40H61,806.337814042
AsPC,AsPC833,20,10,5,5,AsO9PNC42H65,834.369114182
AsPC,AsPC861,22,10,5,5,AsO9PNC44H69,862.400414322
AsPC,AsPC889,24,10,5,5,AsO9PNC46H73,890.431714462
AsPC,AsPC691,10,10,6,5,AsO9PNC32H43,692.196963412
AsPC,AsPC719,12,10,6,5,AsO9PNC34H47,720.228263552
AsPC,AsPC747,14,10,6,5,AsO9PNC36H51,748.259563692
AsPC,AsPC775,16,10,6,5,AsO9PNC38H55,776.290863832
AsPC,AsPC803,18,10,6,5,AsO9PNC40H59,804.322163972
AsPC,AsPC831,20,10,6,5,AsO9PNC42H63,832.353464112
AsPC,AsPC859,22,10,6,5,AsO9PNC44H67,860.384764252
AsPC,AsPC887,24,10,6,5,AsO9PNC46H71,888.416064392
AsPC,AsPC731,10,12,0,5,AsO9PNC34H59,732.322163972
AsPC,AsPC759,12,12,0,5,AsO9PNC36H63,760.353464112
AsPC,AsPC787,14,12,0,5,AsO9PNC38H67,788.384764252
AsPC,AsPC815,16,12,0,5,AsO9PNC40H71,816.416064392
AsPC,AsPC843,18,12,0,5,AsO9PNC42H75,844.447364532
AsPC,AsPC871,20,12,0,5,AsO9PNC44H79,872.478664672
AsPC,AsPC899,22,12,0,5,AsO9PNC46H83,900.509964812
AsPC,AsPC927,24,12,0,5,AsO9PNC48H87,928.541264952
AsPC,AsPC729,10,12,1,5,AsO9PNC34H57,730.306513902
AsPC,AsPC757,12,12,1,5,AsO9PNC36H61,758.337814042
AsPC,AsPC785,14,12,1,5,AsO9PNC38H65,786.369114182
AsPC,AsPC813,16,12,1,5,AsO9PNC40H69,814.400414322
AsPC,AsPC841,18,12,1,5,AsO9PNC42H73,842.431714462
AsPC,AsPC869,20,12,1,5,AsO9PNC44H77,870.463014602
AsPC,AsPC897,22,12,1,5,AsO9PNC46H81,898.494314742
AsPC,AsPC925,24,12,1,5,AsO9PNC48H85,926.525614882
AsPC,AsPC727,10,12,2,5,AsO9PNC34H55,728.290863832
AsPC,AsPC755,12,12,2,5,AsO9PNC36H59,756.322163972
AsPC,AsPC783,14,12,2,5,AsO9PNC38H63,784.353464112
AsPC,AsPC811,16,12,2,5,AsO9PNC40H67,812.384764252
AsPC,AsPC839,18,12,2,5,AsO9PNC42H71,840.416064392
AsPC,AsPC867,20,12,2,5,AsO9PNC44H75,868.447364532
AsPC,AsPC895,22,12,2,5,AsO9PNC46H79,896.478664672
AsPC,AsPC923,24,12,2,5,AsO9PNC48H83,924.509964812
AsPC,AsPC725,10,12,3,5,AsO9PNC34H53,726.275213762
AsPC,AsPC753,12,12,3,5,AsO9PNC36H57,754.306513902
AsPC,AsPC781,14,12,3,5,AsO9PNC38H61,782.337814042
AsPC,AsPC809,16,12,3,5,AsO9PNC40H65,810.369114182
AsPC,AsPC837,18,12,3,5,AsO9PNC42H69,838.400414322
AsPC,AsPC865,20,12,3,5,AsO9PNC44H73,866.431714462
AsPC,AsPC893,22,12,3,5,AsO9PNC46H77,894.463014602
AsPC,AsPC921,24,12,3,5,AsO9PNC48H81,922.494314742
AsPC,AsPC723,10,12,4,5,AsO9PNC34H51,724.259563692
AsPC,AsPC751,12,12,4,5,AsO9PNC36H55,752.290863832
AsPC,AsPC779,14,12,4,5,AsO9PNC38H59,780.322163972
AsPC,AsPC807,16,12,4,5,AsO9PNC40H63,808.353464112
AsPC,AsPC835,18,12,4,5,AsO9PNC42H67,836.384764252
AsPC,AsPC863,20,12,4,5,AsO9PNC44H71,864.416064392
AsPC,AsPC891,22,12,4,5,AsO9PNC46H75,892.447364532
AsPC,AsPC919,24,12,4,5,AsO9PNC48H79,920.478664672
AsPC,AsPC721,10,12,5,5,AsO9PNC34H49,722.243913622
AsPC,AsPC749,12,12,5,5,AsO9PNC36H53,750.275213762
AsPC,AsPC777,14,12,5,5,AsO9PNC38H57,778.306513902
AsPC,AsPC805,16,12,5,5,AsO9PNC40H61,806.337814042
AsPC,AsPC833,18,12,5,5,AsO9PNC42H65,834.369114182
AsPC,AsPC861,20,12,5,5,AsO9PNC44H69,862.400414322
AsPC,AsPC889,22,12,5,5,AsO9PNC46H73,890.431714462
AsPC,AsPC917,24,12,5,5,AsO9PNC48H77,918.463014602
AsPC,AsPC719,10,12,6,5,AsO9PNC34H47,720.228263552
AsPC,AsPC747,12,12,6,5,AsO9PNC36H51,748.259563692
AsPC,AsPC775,14,12,6,5,AsO9PNC38H55,776.290863832
AsPC,AsPC803,16,12,6,5,AsO9PNC40H59,804.322163972
AsPC,AsPC831,18,12,6,5,AsO9PNC42H63,832.353464112
AsPC,AsPC859,20,12,6,5,AsO9PNC44H67,860.384764252
AsPC,AsPC887,22,12,6,5,AsO9PNC46H71,888.416064392
AsPC,AsPC915,24,12,6,5,AsO9PNC48H75,916.447364532
AsPC,AsPC759,10,14,0,5,AsO9PNC36H63,760.353464112
AsPC,AsPC787,12,14,0,5,AsO9PNC38H67,788.384764252
AsPC,AsPC815,14,14,0,5,AsO9PNC40H71,816.416064392
AsPC,AsPC843,16,14,0,5,AsO9PNC42H75,844.447364532
AsPC,AsPC871,18,14,0,5,AsO9PNC44H79,872.478664672
AsPC,AsPC899,20,14,0,5,AsO9PNC46H83,900.509964812
AsPC,AsPC927,22,14,0,5,AsO9PNC48H87,928.541264952
AsPC,AsPC955,24,14,0,5,AsO9PNC50H91,956.572565092
AsPC,AsPC757,10,14,1,5,AsO9PNC36H61,758.337814042
AsPC,AsPC785,12,14,1,5,AsO9PNC38H65,786.369114182
AsPC,AsPC813,14,14,1,5,AsO9PNC40H69,814.400414322
AsPC,AsPC841,16,14,1,5,AsO9PNC42H73,842.431714462
AsPC,AsPC869,18,14,1,5,AsO9PNC44H77,870.463014602
AsPC,AsPC897,20,14,1,5,AsO9PNC46H81,898.494314742
AsPC,AsPC925,22,14,1,5,AsO9PNC48H85,926.525614882
AsPC,AsPC953,24,14,1,5,AsO9PNC50H89,954.556915022
AsPC,AsPC755,10,14,2,5,AsO9PNC36H59,756.322163972
AsPC,AsPC783,12,14,2,5,AsO9PNC38H63,784.353464112
AsPC,AsPC811,14,14,2,5,AsO9PNC40H67,812.384764252
AsPC,AsPC839,16,14,2,5,AsO9PNC42H71,840.416064392
AsPC,AsPC867,18,14,2,5,AsO9PNC44H75,868.447364532
AsPC,AsPC895,20,14,2,5,AsO9PNC46H79,896.478664672
AsPC,AsPC923,22,14,2,5,AsO9PNC48H83,924.509964812
AsPC,AsPC951,24,14,2,5,AsO9PNC50H87,952.541264952
AsPC,AsPC753,10,14,3,5,AsO9PNC36H57,754.306513902
AsPC,AsPC781,12,14,3,5,AsO9PNC38H61,782.337814042
AsPC,AsPC809,14,14,3,5,AsO9PNC40H65,810.369114182
AsPC,AsPC837,16,14,3,5,AsO9PNC42H69,838.400414322
AsPC,AsPC865,18,14,3,5,AsO9PNC44H73,866.431714462
AsPC,AsPC893,20,14,3,5,AsO9PNC46H77,894.463014602
AsPC,AsPC921,22,14,3,5,AsO9PNC48H81,922.494314742
AsPC,AsPC949,24,14,3,5,AsO9PNC50H85,950.525614882
AsPC,AsPC751,10,14,4,5,AsO9PNC36H55,752.290863832
AsPC,AsPC779,12,14,4,5,AsO9PNC38H59,780.322163972
AsPC,AsPC807,14,14,4,5,AsO9PNC40H63,808.353464112
AsPC,AsPC835,16,14,4,5,AsO9PNC42H67,836.384764252
AsPC,AsPC863,18,14,4,5,AsO9PNC44H71,864.416064392
AsPC,AsPC891,20,14,4,5,AsO9PNC46H75,892.447364532
AsPC,AsPC919,22,14,4,5,AsO9PNC48H79,920.478664672
AsPC,AsPC947,24,14,4,5,AsO9PNC50H83,948.509964812
AsPC,AsPC749,10,14,5,5,AsO9PNC36H53,750.275213762
AsPC,AsPC777,12,14,5,5,AsO9PNC38H57,778.306513902
AsPC,AsPC805,14,14,5,5,AsO9PNC40H61,806.337814042
AsPC,AsPC833,16,14,5,5,AsO9PNC42H65,834.369114182
AsPC,AsPC861,18,14,5,5,AsO9PNC44H69,862.400414322
AsPC,AsPC889,20,14,5,5,AsO9PNC46H73,890.431714462
AsPC,AsPC917,22,14,5,5,AsO9PNC48H77,918.463014602
AsPC,AsPC945,24,14,5,5,AsO9PNC50H81,946.494314742
AsPC,AsPC747,10,14,6,5,AsO9PNC36H51,748.259563692
AsPC,AsPC775,12,14,6,5,AsO9PNC38H55,776.290863832
AsPC,AsPC803,14,14,6,5,AsO9PNC40H59,804.322163972
AsPC,AsPC831,16,14,6,5,AsO9PNC42H63,832.353464112
AsPC,AsPC859,18,14,6,5,AsO9PNC44H67,860.384764252
AsPC,AsPC887,20,14,6,5,AsO9PNC46H71,888.416064392
AsPC,AsPC915,22,14,6,5,AsO9PNC48H75,916.447364532
AsPC,AsPC943,24,14,6,5,AsO9PNC50H79,944.478664672
AsPC,AsPC787,10,16,0,5,AsO9PNC38H67,788.384764252
AsPC,AsPC815,12,16,0,5,AsO9PNC40H71,816.416064392
AsPC,AsPC843,14,16,0,5,AsO9PNC42H75,844.447364532
AsPC,AsPC871,16,16,0,5,AsO9PNC44H79,872.478664672
AsPC,AsPC899,18,16,0,5,AsO9PNC46H83,900.509964812
AsPC,AsPC927,20,16,0,5,AsO9PNC48H87,928.541264952
AsPC,AsPC955,22,16,0,5,AsO9PNC50H91,956.572565092
AsPC,AsPC983,24,16,0,5,AsO9PNC52H95,984.603865232
AsPC,AsPC785,10,16,1,5,AsO9PNC38H65,786.369114182
AsPC,AsPC813,12,16,1,5,AsO9PNC40H69,814.400414322
AsPC,AsPC841,14,16,1,5,AsO9PNC42H73,842.431714462
AsPC,AsPC869,16,16,1,5,AsO9PNC44H77,870.463014602
AsPC,AsPC897,18,16,1,5,AsO9PNC46H81,898.494314742
AsPC,AsPC925,20,16,1,5,AsO9PNC48H85,926.525614882
AsPC,AsPC953,22,16,1,5,AsO9PNC50H89,954.556915022
AsPC,AsPC981,24,16,1,5,AsO9PNC52H93,982.588215162
AsPC,AsPC783,10,16,2,5,AsO9PNC38H63,784.353464112
AsPC,AsPC811,12,16,2,5,AsO9PNC40H67,812.384764252
AsPC,AsPC839,14,16,2,5,AsO9PNC42H71,840.416064392
AsPC,AsPC867,16,16,2,5,AsO9PNC44H75,868.447364532
AsPC,AsPC895,18,16,2,5,AsO9PNC46H79,896.478664672
AsPC,AsPC923,20,16,2,5,AsO9PNC48H83,924.509964812
AsPC,AsPC951,22,16,2,5,AsO9PNC50H87,952.541264952
AsPC,AsPC979,24,16,2,5,AsO9PNC52H91,980.572565092
AsPC,AsPC781,10,16,3,5,AsO9PNC38H61,782.337814042
AsPC,AsPC809,12,16,3,5,AsO9PNC40H65,810.369114182
AsPC,AsPC837,14,16,3,5,AsO9PNC42H69,838.400414322
AsPC,AsPC865,16,16,3,5,AsO9PNC44H73,866.431714462
AsPC,AsPC893,18,16,3,5,AsO9PNC46H77,894.463014602
AsPC,AsPC921,20,16,3,5,AsO9PNC48H81,922.494314742
AsPC,AsPC949,22,16,3,5,AsO9PNC50H85,950.525614882
AsPC,AsPC977,24,16,3,5,AsO9PNC52H89,978.556915022
AsPC,AsPC779,10,16,4,5,AsO9PNC38H59,780.322163972
AsPC,AsPC807,12,16,4,5,AsO9PNC40H63,808.353464112
AsPC,AsPC835,14,16,4,5,AsO9PNC42H67,836.384764252
AsPC,AsPC863,16,16,4,5,AsO9PNC44H71,864.416064392
AsPC,AsPC891,18,16,4,5,AsO9PNC46H75,892.447364532
AsPC,AsPC919,20,16,4,5,AsO9PNC48H79,920.478664672
AsPC,AsPC947,22,16,4,5,AsO9PNC50H83,948.509964812
AsPC,AsPC975,24,16,4,5,AsO9PNC52H87,976.541264952
AsPC,AsPC777,10,16,5,5,AsO9PNC38H57,778.306513902
AsPC,AsPC805,12,16,5,5,AsO9PNC40H61,806.337814042
AsPC,AsPC833,14,16,5,5,AsO9PNC42H65,834.369114182
AsPC,AsPC861,16,16,5,5,AsO9PNC44H69,862.400414322
AsPC,AsPC889,18,16,5,5,AsO9PNC46H73,890.431714462
AsPC,AsPC917,20,16,5,5,AsO9PNC48H77,918.463014602
AsPC,AsPC945,22,16,5,5,AsO9PNC50H81,946.494314742
AsPC,AsPC973,24,16,5,5,AsO9PNC52H85,974.525614882
AsPC,AsPC775,10,16,6,5,AsO9PNC38H55,776.290863832
AsPC,AsPC803,12,16,6,5,AsO9PNC40H59,804.322163972
AsPC,AsPC831,14,16,6,5,AsO9PNC42H63,832.353464112
AsPC,AsPC859,16,16,6,5,AsO9PNC44H67,860.384764252
AsPC,AsPC887,18,16,6,5,AsO9PNC46H71,888.416064392
AsPC,AsPC915,20,16,6,5,AsO9PNC48H75,916.447364532
AsPC,AsPC943,22,16,6,5,AsO9PNC50H79,944.478664672
AsPC,AsPC971,24,16,6,5,AsO9PNC52H83,972.509964812
AsPC,AsPC815,10,18,0,5,AsO9PNC40H71,816.416064392
AsPC,AsPC843,12,18,0,5,AsO9PNC42H75,844.447364532
AsPC,AsPC871,14,18,0,5,AsO9PNC44H79,872.478664672
AsPC,AsPC899,16,18,0,5,AsO9PNC46H83,900.509964812
AsPC,AsPC927,18,18,0,5,AsO9PNC48H87,928.541264952
AsPC,AsPC955,20,18,0,5,AsO9PNC50H91,956.572565092
AsPC,AsPC983,22,18,0,5,AsO9PNC52H95,984.603865232
AsPC,AsPC1011,24,18,0,5,AsO9PNC54H99,1012.635165372
AsPC,AsPC813,10,18,1,5,AsO9PNC40H69,814.400414322
AsPC,AsPC841,12,18,1,5,AsO9PNC42H73,842.431714462
AsPC,AsPC869,14,18,1,5,AsO9PNC44H77,870.463014602
AsPC,AsPC897,16,18,1,5,AsO9PNC46H81,898.494314742
AsPC,AsPC925,18,18,1,5,AsO9PNC48H85,926.525614882
AsPC,AsPC953,20,18,1,5,AsO9PNC50H89,954.556915022
AsPC,AsPC981,22,18,1,5,AsO9PNC52H93,982.588215162
AsPC,AsPC1009,24,18,1,5,AsO9PNC54H97,1010.619515302
AsPC,AsPC811,10,18,2,5,AsO9PNC40H67,812.384764252
AsPC,AsPC839,12,18,2,5,AsO9PNC42H71,840.416064392
AsPC,AsPC867,14,18,2,5,AsO9PNC44H75,868.447364532
AsPC,AsPC895,16,18,2,5,AsO9PNC46H79,896.478664672
AsPC,AsPC923,18,18,2,5,AsO9PNC48H83,924.509964812
AsPC,AsPC951,20,18,2,5,AsO9PNC50H87,952.541264952
AsPC,AsPC979,22,18,2,5,AsO9PNC52H91,980.572565092
AsPC,AsPC1007,24,18,2,5,AsO9PNC54H95,1008.603865232
AsPC,AsPC809,10,18,3,5,AsO9PNC40H65,810.369114182
AsPC,AsPC837,12,18,3,5,AsO9PNC42H69,838.400414322
AsPC,AsPC865,14,18,3,5,AsO9PNC44H73,866.431714462
AsPC,AsPC893,16,18,3,5,AsO9PNC46H77,894.463014602
AsPC,AsPC921,18,18,3,5,AsO9PNC48H81,922.494314742
AsPC,AsPC949,20,18,3,5,AsO9PNC50H85,950.525614882
AsPC,AsPC977,22,18,3,5,AsO9PNC52H89,978.556915022
AsPC,AsPC1005,24,18,3,5,AsO9PNC54H93,1006.588215162
AsPC,AsPC807,10,18,4,5,AsO9PNC40H63,808.353464112
AsPC,AsPC835,12,18,4,5,AsO9PNC42H67,836.384764252
AsPC,AsPC863,14,18,4,5,AsO9PNC44H71,864.416064392
AsPC,AsPC891,16,18,4,5,AsO9PNC46H75,892.447364532
AsPC,AsPC919,18,18,4,5,AsO9PNC48H79,920.478664672
AsPC,AsPC947,20,18,4,5,AsO9PNC50H83,948.509964812
AsPC,AsPC975,22,18,4,5,AsO9PNC52H87,976.541264952
AsPC,AsPC1003,24,18,4,5,AsO9PNC54H91,1004.572565092
AsPC,AsPC805,10,18,5,5,AsO9PNC40H61,806.337814042
AsPC,AsPC833,12,18,5,5,AsO9PNC42H65,834.369114182
AsPC,AsPC861,14,18,5,5,AsO9PNC44H69,862.400414322
AsPC,AsPC889,16,18,5,5,AsO9PNC46H73,890.431714462
AsPC,AsPC917,18,18,5,5,AsO9PNC48H77,918.463014602
AsPC,AsPC945,20,18,5,5,AsO9PNC50H81,946.494314742
AsPC,AsPC973,22,18,5,5,AsO9PNC52H85,974.525614882
AsPC,AsPC1001,24,18,5,5,AsO9PNC54H89,1002.556915022
AsPC,AsPC803,10,18,6,5,AsO9PNC40H59,804.322163972
AsPC,AsPC831,12,18,6,5,AsO9PNC42H63,832.353464112
AsPC,AsPC859,14,18,6,5,AsO9PNC44H67,860.384764252
AsPC,AsPC887,16,18,6,5,AsO9PNC46H71,888.416064392
AsPC,AsPC915,18,18,6,5,AsO9PNC48H75,916.447364532
AsPC,AsPC943,20,18,6,5,AsO9PNC50H79,944.478664672
AsPC,AsPC971,22,18,6,5,AsO9PNC52H83,972.509964812
AsPC,AsPC999,24,18,6,5,AsO9PNC54H87,1000.541264952
AsPC,AsPC843,10,20,0,5,AsO9PNC42H75,844.447364532
AsPC,AsPC871,12,20,0,5,AsO9PNC44H79,872.478664672
AsPC,AsPC899,14,20,0,5,AsO9PNC46H83,900.509964812
AsPC,AsPC927,16,20,0,5,AsO9PNC48H87,928.541264952
AsPC,AsPC955,18,20,0,5,AsO9PNC50H91,956.572565092
AsPC,AsPC983,20,20,0,5,AsO9PNC52H95,984.603865232
AsPC,AsPC1011,22,20,0,5,AsO9PNC54H99,1012.635165372
AsPC,AsPC1039,24,20,0,5,AsO9PNC56H103,1040.666465512
AsPC,AsPC841,10,20,1,5,AsO9PNC42H73,842.431714462
AsPC,AsPC869,12,20,1,5,AsO9PNC44H77,870.463014602
AsPC,AsPC897,14,20,1,5,AsO9PNC46H81,898.494314742
AsPC,AsPC925,16,20,1,5,AsO9PNC48H85,926.525614882
AsPC,AsPC953,18,20,1,5,AsO9PNC50H89,954.556915022
AsPC,AsPC981,20,20,1,5,AsO9PNC52H93,982.588215162
AsPC,AsPC1009,22,20,1,5,AsO9PNC54H97,1010.619515302
AsPC,AsPC1037,24,20,1,5,AsO9PNC56H101,1038.650815442
AsPC,AsPC839,10,20,2,5,AsO9PNC42H71,840.416064392
AsPC,AsPC867,12,20,2,5,AsO9PNC44H75,868.447364532
AsPC,AsPC895,14,20,2,5,AsO9PNC46H79,896.478664672
AsPC,AsPC923,16,20,2,5,AsO9PNC48H83,924.509964812
AsPC,AsPC951,18,20,2,5,AsO9PNC50H87,952.541264952
AsPC,AsPC979,20,20,2,5,AsO9PNC52H91,980.572565092
AsPC,AsPC1007,22,20,2,5,AsO9PNC54H95,1008.603865232
AsPC,AsPC1035,24,20,2,5,AsO9PNC56H99,1036.635165372
AsPC,AsPC837,10,20,3,5,AsO9PNC42H69,838.400414322
AsPC,AsPC865,12,20,3,5,AsO9PNC44H73,866.431714462
AsPC,AsPC893,14,20,3,5,AsO9PNC46H77,894.463014602
AsPC,AsPC921,16,20,3,5,AsO9PNC48H81,922.494314742
AsPC,AsPC949,18,20,3,5,AsO9PNC50H85,950.525614882
AsPC,AsPC977,20,20,3,5,AsO9PNC52H89,978.556915022
AsPC,AsPC1005,22,20,3,5,AsO9PNC54H93,1006.588215162
AsPC,AsPC1033,24,20,3,5,AsO9PNC56H97,1034.619515302
AsPC,AsPC835,10,20,4,5,AsO9PNC42H67,836.384764252
AsPC,AsPC863,12,20,4,5,AsO9PNC44H71,864.416064392
AsPC,AsPC891,14,20,4,5,AsO9PNC46H75,892.447364532
AsPC,AsPC919,16,20,4,5,AsO9PNC48H79,920.478664672
AsPC,AsPC947,18,20,4,5,AsO9PNC50H83,948.509964812
AsPC,AsPC975,20,20,4,5,AsO9PNC52H87,976.541264952
AsPC,AsPC1003,22,20,4,5,AsO9PNC54H91,1004.572565092
AsPC,AsPC1031,24,20,4,5,AsO9PNC56H95,1032.603865232
AsPC,AsPC833,10,20,5,5,AsO9PNC42H65,834.369114182
AsPC,AsPC861,12,20,5,5,AsO9PNC44H69,862.400414322
AsPC,AsPC889,14,20,5,5,AsO9PNC46H73,890.431714462
AsPC,AsPC917,16,20,5,5,AsO9PNC48H77,918.463014602
AsPC,AsPC945,18,20,5,5,AsO9PNC50H81,946.494314742
AsPC,AsPC973,20,20,5,5,AsO9PNC52H85,974.525614882
AsPC,AsPC1001,22,20,5,5,AsO9PNC54H89,1002.556915022
AsPC,AsPC1029,24,20,5,5,AsO9PNC56H93,1030.588215162
AsPC,AsPC831,10,20,6,5,AsO9PNC42H63,832.353464112
AsPC,AsPC859,12,20,6,5,AsO9PNC44H67,860.384764252
AsPC,AsPC887,14,20,6,5,AsO9PNC46H71,888.416064392
AsPC,AsPC915,16,20,6,5,AsO9PNC48H75,916.447364532
AsPC,AsPC943,18,20,6,5,AsO9PNC50H79,944.478664672
AsPC,AsPC971,20,20,6,5,AsO9PNC52H83,972.509964812
AsPC,AsPC999,22,20,6,5,AsO9PNC54H87,1000.541264952
AsPC,AsPC1027,24,20,6,5,AsO9PNC56H91,1028.572565092
AsPC,AsPC871,10,22,0,5,AsO9PNC44H79,872.478664672
AsPC,AsPC899,12,22,0,5,AsO9PNC46H83,900.509964812
AsPC,AsPC927,14,22,0,5,AsO9PNC48H87,928.541264952
AsPC,AsPC955,16,22,0,5,AsO9PNC50H91,956.572565092
AsPC,AsPC983,18,22,0,5,AsO9PNC52H95,984.603865232
AsPC,AsPC1011,20,22,0,5,AsO9PNC54H99,1012.635165372
AsPC,AsPC1039,22,22,0,5,AsO9PNC56H103,1040.666465512
AsPC,AsPC1067,24,22,0,5,AsO9PNC58H107,1068.697765652
AsPC,AsPC869,10,22,1,5,AsO9PNC44H77,870.463014602
AsPC,AsPC897,12,22,1,5,AsO9PNC46H81,898.494314742
AsPC,AsPC925,14,22,1,5,AsO9PNC48H85,926.525614882
AsPC,AsPC953,16,22,1,5,AsO9PNC50H89,954.556915022
AsPC,AsPC981,18,22,1,5,AsO9PNC52H93,982.588215162
AsPC,AsPC1009,20,22,1,5,AsO9PNC54H97,1010.619515302
AsPC,AsPC1037,22,22,1,5,AsO9PNC56H101,1038.650815442
AsPC,AsPC1065,24,22,1,5,AsO9PNC58H105,1066.682115582
AsPC,AsPC867,10,22,2,5,AsO9PNC44H75,868.447364532
AsPC,AsPC895,12,22,2,5,AsO9PNC46H79,896.478664672
AsPC,AsPC923,14,22,2,5,AsO9PNC48H83,924.509964812
AsPC,AsPC951,16,22,2,5,AsO9PNC50H87,952.541264952
AsPC,AsPC979,18,22,2,5,AsO9PNC52H91,980.572565092
AsPC,AsPC1007,20,22,2,5,AsO9PNC54H95,1008.603865232
AsPC,AsPC1035,22,22,2,5,AsO9PNC56H99,1036.635165372
AsPC,AsPC1063,24,22,2,5,AsO9PNC58H103,1064.666465512
AsPC,AsPC865,10,22,3,5,AsO9PNC44H73,866.431714462
AsPC,AsPC893,12,22,3,5,AsO9PNC46H77,894.463014602
AsPC,AsPC921,14,22,3,5,AsO9PNC48H81,922.494314742
AsPC,AsPC949,16,22,3,5,AsO9PNC50H85,950.525614882
AsPC,AsPC977,18,22,3,5,AsO9PNC52H89,978.556915022
AsPC,AsPC1005,20,22,3,5,AsO9PNC54H93,1006.588215162
AsPC,AsPC1033,22,22,3,5,AsO9PNC56H97,1034.619515302
AsPC,AsPC1061,24,22,3,5,AsO9PNC58H101,1062.650815442
AsPC,AsPC863,10,22,4,5,AsO9PNC44H71,864.416064392
AsPC,AsPC891,12,22,4,5,AsO9PNC46H75,892.447364532
AsPC,AsPC919,14,22,4,5,AsO9PNC48H79,920.478664672
AsPC,AsPC947,16,22,4,5,AsO9PNC50H83,948.509964812
AsPC,AsPC975,18,22,4,5,AsO9PNC52H87,976.541264952
AsPC,AsPC1003,20,22,4,5,AsO9PNC54H91,1004.572565092
AsPC,AsPC1031,22,22,4,5,AsO9PNC56H95,1032.603865232
AsPC,AsPC1059,24,22,4,5,AsO9PNC58H99,1060.635165372
AsPC,AsPC861,10,22,5,5,AsO9PNC44H69,862.400414322
AsPC,AsPC889,12,22,5,5,AsO9PNC46H73,890.431714462
AsPC,AsPC917,14,22,5,5,AsO9PNC48H77,918.463014602
AsPC,AsPC945,16,22,5,5,AsO9PNC50H81,946.494314742
AsPC,AsPC973,18,22,5,5,AsO9PNC52H85,974.525614882
AsPC,AsPC1001,20,22,5,5,AsO9PNC54H89,1002.556915022
AsPC,AsPC1029,22,22,5,5,AsO9PNC56H93,1030.588215162
AsPC,AsPC1057,24,22,5,5,AsO9PNC58H97,1058.619515302
AsPC,AsPC859,10,22,6,5,AsO9PNC44H67,860.384764252
AsPC,AsPC887,12,22,6,5,AsO9PNC46H71,888.416064392
AsPC,AsPC915,14,22,6,5,AsO9PNC48H75,916.447364532
AsPC,AsPC943,16,22,6,5,AsO9PNC50H79,944.478664672
AsPC,AsPC971,18,22,6,5,AsO9PNC52H83,972.509964812
AsPC,AsPC999,20,22,6,5,AsO9PNC54H87,1000.541264952
AsPC,AsPC1027,22,22,6,5,AsO9PNC56H91,1028.572565092
AsPC,AsPC1055,24,22,6,5,AsO9PNC58H95,1056.603865232
AsPC,AsPC899,10,24,0,5,AsO9PNC46H83,900.509964812
AsPC,AsPC927,12,24,0,5,AsO9PNC48H87,928.541264952
AsPC,AsPC955,14,24,0,5,AsO9PNC50H91,956.572565092
AsPC,AsPC983,16,24,0,5,AsO9PNC52H95,984.603865232
AsPC,AsPC1011,18,24,0,5,AsO9PNC54H99,1012.635165372
AsPC,AsPC1039,20,24,0,5,AsO9PNC56H103,1040.666465512
AsPC,AsPC1067,22,24,0,5,AsO9PNC58H107,1068.697765652
AsPC,AsPC1095,24,24,0,5,AsO9PNC60H111,1096.729065792
AsPC,AsPC897,10,24,1,5,AsO9PNC46H81,898.494314742
AsPC,AsPC925,12,24,1,5,AsO9PNC48H85,926.525614882
AsPC,AsPC953,14,24,1,5,AsO9PNC50H89,954.556915022
AsPC,AsPC981,16,24,1,5,AsO9PNC52H93,982.588215162
AsPC,AsPC1009,18,24,1,5,AsO9PNC54H97,1010.619515302
AsPC,AsPC1037,20,24,1,5,AsO9PNC56H101,1038.650815442
AsPC,AsPC1065,22,24,1,5,AsO9PNC58H105,1066.682115582
AsPC,AsPC1093,24,24,1,5,AsO9PNC60H109,1094.713415722
AsPC,AsPC895,10,24,2,5,AsO9PNC46H79,896.478664672
AsPC,AsPC923,12,24,2,5,AsO9PNC48H83,924.509964812
AsPC,AsPC951,14,24,2,5,AsO9PNC50H87,952.541264952
AsPC,AsPC979,16,24,2,5,AsO9PNC52H91,980.572565092
AsPC,AsPC1007,18,24,2,5,AsO9PNC54H95,1008.603865232
AsPC,AsPC1035,20,24,2,5,AsO9PNC56H99,1036.635165372
AsPC,AsPC1063,22,24,2,5,AsO9PNC58H103,1064.666465512
AsPC,AsPC1091,24,24,2,5,AsO9PNC60H107,1092.697765652
AsPC,AsPC893,10,24,3,5,AsO9PNC46H77,894.463014602
AsPC,AsPC921,12,24,3,5,AsO9PNC48H81,922.494314742
AsPC,AsPC949,14,24,3,5,AsO9PNC50H85,950.525614882
AsPC,AsPC977,16,24,3,5,AsO9PNC52H89,978.556915022
AsPC,AsPC1005,18,24,3,5,AsO9PNC54H93,1006.588215162
AsPC,AsPC1033,20,24,3,5,AsO9PNC56H97,1034.619515302
